id,model_name,architecture_config,semantic_answer_reference_similarity,semantic_context_reference_similarity,semantic_question_answer_alignment,semantic_question_context_alignment,semantic_answer_mean,semantic_context_mean,semantic_mean
q_053,Llama 3.2 1B,SLM,0.7482454776763916,,0.846300482749939,,0.7972729802131653,,0.7972729802131653
q_054,Llama 3.2 1B,SLM,0.776333212852478,,0.8424614071846008,,0.8093973100185394,,0.8093973100185394
q_055,Llama 3.2 1B,SLM,0.915739893913269,,0.9095703363418579,,0.9126551151275635,,0.9126551151275635
q_056,Llama 3.2 1B,SLM,0.7576479315757751,,0.9265238046646118,,0.8420858681201935,,0.8420858681201935
q_057,Llama 3.2 1B,SLM,0.7919794321060181,,0.9328734874725342,,0.8624264597892761,,0.8624264597892761
q_058,Llama 3.2 1B,SLM,0.6203652620315552,,0.8527359962463379,,0.7365506291389465,,0.7365506291389465
q_059,Llama 3.2 1B,SLM,0.8491503000259399,,0.9225420355796814,,0.8858461678028107,,0.8858461678028107
q_060,Llama 3.2 1B,SLM,0.8626385927200317,,0.9471235275268555,,0.9048810601234436,,0.9048810601234436
q_061,Llama 3.2 1B,SLM,0.7919192910194397,,0.9028601050376892,,0.8473896980285645,,0.8473896980285645
q_062,Llama 3.2 1B,SLM,0.7096512317657471,,0.8732448816299438,,0.7914480566978455,,0.7914480566978455
q_063,Llama 3.2 1B,SLM,0.8696295022964478,,0.8409630656242371,,0.8552962839603424,,0.8552962839603424
q_064,Llama 3.2 1B,SLM,0.8840624094009399,,0.8758768439292908,,0.8799696266651154,,0.8799696266651154
q_065,Llama 3.2 1B,SLM,0.8104543089866638,,0.8868147730827332,,0.8486345410346985,,0.8486345410346985
q_066,Llama 3.2 1B,SLM,0.7580130100250244,,0.8816473484039307,,0.8198301792144775,,0.8198301792144775
q_067,Llama 3.2 1B,SLM,0.7804480791091919,,0.9068804383277893,,0.8436642587184906,,0.8436642587184906
q_068,Llama 3.2 1B,SLM,0.750743567943573,,0.8927221894264221,,0.8217328786849976,,0.8217328786849976
q_069,Llama 3.2 1B,SLM,0.8590276837348938,,0.8422832489013672,,0.8506554663181305,,0.8506554663181305
q_070,Llama 3.2 1B,SLM,0.7535846829414368,,0.9270519018173218,,0.8403182923793793,,0.8403182923793793
q_071,Llama 3.2 1B,SLM,0.8236792087554932,,0.8474591970443726,,0.8355692028999329,,0.8355692028999329
q_072,Llama 3.2 1B,SLM,0.8178583383560181,,0.8559505343437195,,0.8369044363498688,,0.8369044363498688
q_073,Llama 3.2 1B,SLM,0.8749301433563232,,0.8891794681549072,,0.8820548057556152,,0.8820548057556152
q_074,Llama 3.2 1B,SLM,0.8742721676826477,,0.8876643180847168,,0.8809682428836823,,0.8809682428836823
q_075,Llama 3.2 1B,SLM,0.8463103771209717,,0.8176396489143372,,0.8319750130176544,,0.8319750130176544
q_076,Llama 3.2 1B,SLM,0.7760094404220581,,0.8688125014305115,,0.8224109709262848,,0.8224109709262848
q_077,Llama 3.2 1B,SLM,0.8821694850921631,,0.8317552208900452,,0.8569623529911041,,0.8569623529911041
q_078,Llama 3.2 1B,SLM,0.7939801216125488,,0.855381429195404,,0.8246807754039764,,0.8246807754039764
q_079,Llama 3.2 1B,SLM,0.7760841846466064,,0.8778270483016968,,0.8269556164741516,,0.8269556164741516
q_080,Llama 3.2 1B,SLM,0.8751436471939087,,0.8916140794754028,,0.8833788633346558,,0.8833788633346558
q_081,Llama 3.2 1B,SLM,0.9215274453163147,,0.8930830955505371,,0.9073052704334259,,0.9073052704334259
q_082,Llama 3.2 1B,SLM,0.7284760475158691,,0.9286108016967773,,0.8285434246063232,,0.8285434246063232
q_083,Llama 3.2 1B,SLM,0.8287410140037537,,0.896412193775177,,0.8625766038894653,,0.8625766038894653
q_084,Llama 3.2 1B,SLM,0.9362189173698425,,0.8471270799636841,,0.8916729986667633,,0.8916729986667633
q_085,Llama 3.2 1B,SLM,0.695885181427002,,0.8106166124343872,,0.7532508969306946,,0.7532508969306946
q_086,Llama 3.2 1B,SLM,0.7763211727142334,,0.9264169335365295,,0.8513690531253815,,0.8513690531253815
q_087,Llama 3.2 1B,SLM,0.8705763220787048,,0.8309872150421143,,0.8507817685604095,,0.8507817685604095
q_088,Llama 3.2 1B,SLM,0.8446147441864014,,0.8191067576408386,,0.83186075091362,,0.83186075091362
q_089,Llama 3.2 1B,SLM,0.8853073120117188,,0.9110954999923706,,0.8982014060020447,,0.8982014060020447
q_090,Llama 3.2 1B,SLM,0.8274492025375366,,0.8534688353538513,,0.840459018945694,,0.840459018945694
q_091,Llama 3.2 1B,SLM,0.7922418117523193,,0.8402936458587646,,0.816267728805542,,0.816267728805542
q_092,Llama 3.2 1B,SLM,0.8228896856307983,,0.9092749357223511,,0.8660823106765747,,0.8660823106765747
q_093,Llama 3.2 1B,SLM,0.7590538263320923,,0.7926862239837646,,0.7758700251579285,,0.7758700251579285
q_094,Llama 3.2 1B,SLM,0.8725754022598267,,0.9220300912857056,,0.8973027467727661,,0.8973027467727661
q_095,Llama 3.2 1B,SLM,0.8906506299972534,,0.9419823884963989,,0.9163165092468262,,0.9163165092468262
q_096,Llama 3.2 1B,SLM,0.8136178255081177,,0.8286327123641968,,0.8211252689361572,,0.8211252689361572
q_097,Llama 3.2 1B,SLM,0.8123601675033569,,0.9211907386779785,,0.8667754530906677,,0.8667754530906677
q_098,Llama 3.2 1B,SLM,0.7178485989570618,,0.8901758193969727,,0.8040122091770172,,0.8040122091770172
q_099,Llama 3.2 1B,SLM,0.8754839301109314,,0.9144879579544067,,0.8949859440326691,,0.8949859440326691
q_100,Llama 3.2 1B,SLM,0.7942607998847961,,0.891344428062439,,0.8428026139736176,,0.8428026139736176
q_101,Llama 3.2 1B,SLM,0.8383159637451172,,0.8996273279190063,,0.8689716458320618,,0.8689716458320618
q_102,Llama 3.2 1B,SLM,0.6222026944160461,,0.7285037636756897,,0.6753532290458679,,0.6753532290458679
q_103,Llama 3.2 1B,SLM,0.6784870624542236,,0.883841872215271,,0.7811644673347473,,0.7811644673347473
q_104,Llama 3.2 1B,SLM,0.8161182403564453,,0.8805397152900696,,0.8483289778232574,,0.8483289778232574
q_105,Llama 3.2 1B,SLM,0.8105957508087158,,0.9239890575408936,,0.8672924041748047,,0.8672924041748047
q_106,Llama 3.2 1B,SLM,0.7988526821136475,,0.8499746322631836,,0.8244136571884155,,0.8244136571884155
q_107,Llama 3.2 1B,SLM,0.8482903838157654,,0.9226038455963135,,0.8854471147060394,,0.8854471147060394
q_108,Llama 3.2 1B,SLM,0.7549751996994019,,0.8898689150810242,,0.822422057390213,,0.822422057390213
q_109,Llama 3.2 1B,SLM,0.6928000450134277,,0.9024134278297424,,0.7976067364215851,,0.7976067364215851
q_110,Llama 3.2 1B,SLM,0.8652642965316772,,0.8797191381454468,,0.872491717338562,,0.872491717338562
q_111,Llama 3.2 1B,SLM,0.9000882506370544,,0.9220683574676514,,0.9110783040523529,,0.9110783040523529
q_112,Llama 3.2 1B,SLM,0.8930984139442444,,0.9053423404693604,,0.8992203772068024,,0.8992203772068024
q_113,Llama 3.2 1B,SLM,0.7863056063652039,,0.8954037427902222,,0.840854674577713,,0.840854674577713
q_114,Llama 3.2 1B,SLM,0.7966337203979492,,0.8941391706466675,,0.8453864455223083,,0.8453864455223083
q_115,Llama 3.2 1B,SLM,0.8816497325897217,,0.8907370567321777,,0.8861933946609497,,0.8861933946609497
q_116,Llama 3.2 1B,SLM,0.6156197786331177,,0.7626990079879761,,0.6891593933105469,,0.6891593933105469
q_117,Llama 3.2 1B,SLM,0.8065698146820068,,0.9394311308860779,,0.8730004727840424,,0.8730004727840424
q_118,Llama 3.2 1B,SLM,0.8158391714096069,,0.84779292345047,,0.8318160474300385,,0.8318160474300385
q_119,Llama 3.2 1B,SLM,0.901879608631134,,0.8791131973266602,,0.8904964029788971,,0.8904964029788971
q_120,Llama 3.2 1B,SLM,0.8249149322509766,,0.8608238697052002,,0.8428694009780884,,0.8428694009780884
q_121,Llama 3.2 1B,SLM,0.9222772121429443,,0.9111488461494446,,0.9167130291461945,,0.9167130291461945
q_122,Llama 3.2 1B,SLM,0.8878898620605469,,0.8973333239555359,,0.8926115930080414,,0.8926115930080414
q_123,Llama 3.2 1B,SLM,0.8126932382583618,,0.8744292855262756,,0.8435612618923187,,0.8435612618923187
q_124,Llama 3.2 1B,SLM,0.7523003816604614,,0.8752094507217407,,0.8137549161911011,,0.8137549161911011
q_125,Llama 3.2 1B,SLM,0.8783390522003174,,0.8669940233230591,,0.8726665377616882,,0.8726665377616882
q_126,Llama 3.2 1B,SLM,0.8544526696205139,,0.7810878157615662,,0.81777024269104,,0.81777024269104
q_127,Llama 3.2 1B,SLM,0.8870799541473389,,0.8886623382568359,,0.8878711462020874,,0.8878711462020874
q_128,Llama 3.2 1B,SLM,0.6396341323852539,,0.8943994641304016,,0.7670167982578278,,0.7670167982578278
q_129,Llama 3.2 1B,SLM,0.8418187499046326,,0.9471877813339233,,0.894503265619278,,0.894503265619278
q_130,Llama 3.2 1B,SLM,0.9113114476203918,,0.834295392036438,,0.8728034198284149,,0.8728034198284149
q_131,Llama 3.2 1B,SLM,0.8594642281532288,,0.8589699268341064,,0.8592170774936676,,0.8592170774936676
q_132,Llama 3.2 1B,SLM,0.8183425664901733,,0.8924176692962646,,0.855380117893219,,0.855380117893219
q_133,Llama 3.2 1B,SLM,0.8665257692337036,,0.9378631114959717,,0.9021944403648376,,0.9021944403648376
q_134,Llama 3.2 1B,SLM,0.8297313451766968,,0.8487566709518433,,0.83924400806427,,0.83924400806427
q_135,Llama 3.2 1B,SLM,0.8388466835021973,,0.9186530113220215,,0.8787498474121094,,0.8787498474121094
q_136,Llama 3.2 1B,SLM,0.7695521712303162,,0.9414945840835571,,0.8555233776569366,,0.8555233776569366
q_137,Llama 3.2 1B,SLM,0.7898684740066528,,0.8170949816703796,,0.8034817278385162,,0.8034817278385162
q_138,Llama 3.2 1B,SLM,0.8534631729125977,,0.9290660619735718,,0.8912646174430847,,0.8912646174430847
q_139,Llama 3.2 1B,SLM,0.8110460042953491,,0.8363062143325806,,0.8236761093139648,,0.8236761093139648
q_140,Llama 3.2 1B,SLM,0.8272581100463867,,0.8245917558670044,,0.8259249329566956,,0.8259249329566956
q_141,Llama 3.2 1B,SLM,0.8471578359603882,,0.9166277050971985,,0.8818927705287933,,0.8818927705287933
q_142,Llama 3.2 1B,SLM,0.8221703171730042,,0.8987268209457397,,0.860448569059372,,0.860448569059372
q_143,Llama 3.2 1B,SLM,0.8199294209480286,,0.8802206516265869,,0.8500750362873077,,0.8500750362873077
q_144,Llama 3.2 1B,SLM,0.7976535558700562,,0.8933204412460327,,0.8454869985580444,,0.8454869985580444
q_145,Llama 3.2 1B,SLM,0.7214422821998596,,0.9128674268722534,,0.8171548545360565,,0.8171548545360565
q_146,Llama 3.2 1B,SLM,0.7665331363677979,,0.8739097118377686,,0.8202214241027832,,0.8202214241027832
q_147,Llama 3.2 1B,SLM,0.7437015771865845,,0.9530497789382935,,0.848375678062439,,0.848375678062439
q_148,Llama 3.2 1B,SLM,0.8234166502952576,,0.8872845768928528,,0.8553506135940552,,0.8553506135940552
q_149,Llama 3.2 1B,SLM,0.9350455403327942,,0.7761704921722412,,0.8556080162525177,,0.8556080162525177
q_150,Llama 3.2 1B,SLM,0.7730093002319336,,0.9337821006774902,,0.8533957004547119,,0.8533957004547119
q_151,Llama 3.2 1B,SLM,0.8574068546295166,,0.8454630374908447,,0.8514349460601807,,0.8514349460601807
q_152,Llama 3.2 1B,SLM,0.6475249528884888,,0.8042462468147278,,0.7258855998516083,,0.7258855998516083
q_153,Llama 3.2 1B,SLM,0.8227893114089966,,0.8628913164138794,,0.842840313911438,,0.842840313911438
q_154,Llama 3.2 1B,SLM,0.8552412390708923,,0.8468023538589478,,0.85102179646492,,0.85102179646492
q_155,Llama 3.2 1B,SLM,0.8649492263793945,,0.9299222230911255,,0.89743572473526,,0.89743572473526
q_156,Llama 3.2 1B,SLM,0.8066188097000122,,0.9173092246055603,,0.8619640171527863,,0.8619640171527863
q_157,Llama 3.2 1B,SLM,0.6255966424942017,,0.8925970196723938,,0.7590968310832977,,0.7590968310832977
q_158,Llama 3.2 1B,SLM,0.8187577724456787,,0.8408300876617432,,0.8297939300537109,,0.8297939300537109
q_159,Llama 3.2 1B,SLM,0.9013978242874146,,0.9060218334197998,,0.9037098288536072,,0.9037098288536072
q_160,Llama 3.2 1B,SLM,0.7378922700881958,,0.8250552415847778,,0.7814737558364868,,0.7814737558364868
q_161,Llama 3.2 1B,SLM,0.7633916139602661,,0.8673766851425171,,0.8153841495513916,,0.8153841495513916
q_162,Llama 3.2 1B,SLM,0.8641233444213867,,0.9377855062484741,,0.9009544253349304,,0.9009544253349304
q_163,Llama 3.2 1B,SLM,0.880516767501831,,0.8360855579376221,,0.8583011627197266,,0.8583011627197266
q_164,Llama 3.2 1B,SLM,0.890426754951477,,0.9333958625793457,,0.9119113087654114,,0.9119113087654114
q_165,Llama 3.2 1B,SLM,0.8977838754653931,,0.9020681381225586,,0.8999260067939758,,0.8999260067939758
q_166,Llama 3.2 1B,SLM,0.714501678943634,,0.8953349590301514,,0.8049183189868927,,0.8049183189868927
q_167,Llama 3.2 1B,SLM,0.8206678628921509,,0.8724802732467651,,0.846574068069458,,0.846574068069458
q_168,Llama 3.2 1B,SLM,0.7939572930335999,,0.9229859709739685,,0.8584716320037842,,0.8584716320037842
q_169,Llama 3.2 1B,SLM,0.7796887159347534,,0.9015088081359863,,0.8405987620353699,,0.8405987620353699
q_170,Llama 3.2 1B,SLM,0.9008699655532837,,0.9358752965927124,,0.918372631072998,,0.918372631072998
q_171,Llama 3.2 1B,SLM,0.911929190158844,,0.9048507213592529,,0.9083899557590485,,0.9083899557590485
q_172,Llama 3.2 1B,SLM,0.8554829359054565,,0.8721056580543518,,0.8637942969799042,,0.8637942969799042
q_173,Llama 3.2 1B,SLM,0.7639727592468262,,0.9088892936706543,,0.8364310264587402,,0.8364310264587402
q_174,Llama 3.2 1B,SLM,0.7797819972038269,,0.8783180713653564,,0.8290500342845917,,0.8290500342845917
q_175,Llama 3.2 1B,SLM,0.781466543674469,,0.8094437718391418,,0.7954551577568054,,0.7954551577568054
q_176,Llama 3.2 1B,SLM,0.7590218782424927,,0.8325689435005188,,0.7957954108715057,,0.7957954108715057
q_177,Llama 3.2 1B,SLM,0.8487220406532288,,0.7671569585800171,,0.8079394996166229,,0.8079394996166229
q_178,Llama 3.2 1B,SLM,0.790969967842102,,0.8975024223327637,,0.8442361950874329,,0.8442361950874329
q_179,Llama 3.2 1B,SLM,0.8839979767799377,,0.8990951776504517,,0.8915465772151947,,0.8915465772151947
q_180,Llama 3.2 1B,SLM,0.7676202058792114,,0.7901157140731812,,0.7788679599761963,,0.7788679599761963
q_181,Llama 3.2 1B,SLM,0.7393267750740051,,0.9120450019836426,,0.8256858885288239,,0.8256858885288239
q_182,Llama 3.2 1B,SLM,0.7811700105667114,,0.9013140797615051,,0.8412420451641083,,0.8412420451641083
q_183,Llama 3.2 1B,SLM,0.8441730737686157,,0.890271008014679,,0.8672220408916473,,0.8672220408916473
q_184,Llama 3.2 1B,SLM,0.7643148303031921,,0.8902244567871094,,0.8272696435451508,,0.8272696435451508
q_185,Llama 3.2 1B,SLM,0.6616194844245911,,0.830284833908081,,0.7459521591663361,,0.7459521591663361
q_186,Llama 3.2 1B,SLM,0.8223520517349243,,0.7899475693702698,,0.806149810552597,,0.806149810552597
q_187,Llama 3.2 1B,SLM,0.7701547145843506,,0.8603705763816833,,0.815262645483017,,0.815262645483017
q_188,Llama 3.2 1B,SLM,0.8850796222686768,,0.9216170310974121,,0.9033483266830444,,0.9033483266830444
q_189,Llama 3.2 1B,SLM,0.8733030557632446,,0.9071876406669617,,0.8902453482151031,,0.8902453482151031
q_190,Llama 3.2 1B,SLM,0.7691999077796936,,0.8955831527709961,,0.8323915302753448,,0.8323915302753448
q_191,Llama 3.2 1B,SLM,0.8120009899139404,,0.8852962255477905,,0.8486486077308655,,0.8486486077308655
q_192,Llama 3.2 1B,SLM,0.807050347328186,,0.9071415662765503,,0.8570959568023682,,0.8570959568023682
q_193,Llama 3.2 1B,SLM,0.8407273292541504,,0.8620648384094238,,0.8513960838317871,,0.8513960838317871
q_194,Llama 3.2 1B,SLM,0.8935788869857788,,0.779944121837616,,0.8367615044116974,,0.8367615044116974
q_195,Llama 3.2 1B,SLM,0.7220123410224915,,0.9088220596313477,,0.8154172003269196,,0.8154172003269196
q_196,Llama 3.2 1B,SLM,0.7892745733261108,,0.8879017233848572,,0.838588148355484,,0.838588148355484
q_197,Llama 3.2 1B,SLM,0.8661035299301147,,0.8612475395202637,,0.8636755347251892,,0.8636755347251892
q_198,Llama 3.2 1B,SLM,0.8397517800331116,,0.847925066947937,,0.8438384234905243,,0.8438384234905243
q_199,Llama 3.2 1B,SLM,0.8808590769767761,,0.900567889213562,,0.8907134830951691,,0.8907134830951691
q_200,Llama 3.2 1B,SLM,0.8791713714599609,,0.9147657155990601,,0.8969685435295105,,0.8969685435295105
q_201,Llama 3.2 1B,SLM,0.8622541427612305,,0.9039609432220459,,0.8831075429916382,,0.8831075429916382
q_202,Llama 3.2 1B,SLM,0.8353340029716492,,0.8770692944526672,,0.8562016487121582,,0.8562016487121582
q_203,Llama 3.2 1B,SLM,0.7988808751106262,,0.7348788976669312,,0.7668798863887787,,0.7668798863887787
q_204,Llama 3.2 1B,SLM,0.7419222593307495,,0.8610625863075256,,0.8014924228191376,,0.8014924228191376
q_205,Llama 3.2 1B,SLM,0.8086534738540649,,0.8821161985397339,,0.8453848361968994,,0.8453848361968994
q_206,Llama 3.2 1B,SLM,0.8502704501152039,,0.8523508906364441,,0.851310670375824,,0.851310670375824
q_207,Llama 3.2 1B,SLM,0.7885687351226807,,0.8953213691711426,,0.8419450521469116,,0.8419450521469116
q_208,Llama 3.2 1B,SLM,0.8337787389755249,,0.9023032784461975,,0.8680410087108612,,0.8680410087108612
q_209,Llama 3.2 1B,SLM,0.7679048180580139,,0.8430339097976685,,0.8054693639278412,,0.8054693639278412
q_210,Llama 3.2 1B,SLM,0.7063116431236267,,0.9346798658370972,,0.8204957544803619,,0.8204957544803619
q_211,Llama 3.2 1B,SLM,0.7843374609947205,,0.8322187662124634,,0.8082781136035919,,0.8082781136035919
q_212,Llama 3.2 1B,SLM,0.8072460889816284,,0.9209394454956055,,0.8640927672386169,,0.8640927672386169
q_213,Llama 3.2 1B,SLM,0.8021711111068726,,0.8533716201782227,,0.8277713656425476,,0.8277713656425476
q_214,Llama 3.2 1B,SLM,0.7172003984451294,,0.9267219305038452,,0.8219611644744873,,0.8219611644744873
q_215,Llama 3.2 1B,SLM,0.7768372297286987,,0.8034952282905579,,0.7901662290096283,,0.7901662290096283
q_216,Llama 3.2 1B,SLM,0.8369427919387817,,0.9001092314720154,,0.8685260117053986,,0.8685260117053986
q_217,Llama 3.2 1B,SLM,0.7362880706787109,,0.8617716431617737,,0.7990298569202423,,0.7990298569202423
q_218,Llama 3.2 1B,SLM,0.7581754922866821,,0.7647128701210022,,0.7614441812038422,,0.7614441812038422
q_219,Llama 3.2 1B,SLM,0.8087648153305054,,0.8221181631088257,,0.8154414892196655,,0.8154414892196655
q_220,Llama 3.2 1B,SLM,0.7933452725410461,,0.8852665424346924,,0.8393059074878693,,0.8393059074878693
q_221,Llama 3.2 1B,SLM,0.8475210666656494,,0.8730040788650513,,0.8602625727653503,,0.8602625727653503
q_222,Llama 3.2 1B,SLM,0.8479152321815491,,0.8523908853530884,,0.8501530587673187,,0.8501530587673187
q_223,Llama 3.2 1B,SLM,0.8668902516365051,,0.8878891468048096,,0.8773896992206573,,0.8773896992206573
q_224,Llama 3.2 1B,SLM,0.8684244155883789,,0.8127150535583496,,0.8405697345733643,,0.8405697345733643
q_225,Llama 3.2 1B,SLM,0.9204728007316589,,0.7992346286773682,,0.8598537147045135,,0.8598537147045135
q_226,Llama 3.2 1B,SLM,0.7342185974121094,,0.8862510919570923,,0.8102348446846008,,0.8102348446846008
q_227,Llama 3.2 1B,SLM,0.8084775805473328,,0.8293775916099548,,0.8189275860786438,,0.8189275860786438
q_228,Llama 3.2 1B,SLM,0.8060668110847473,,0.8938656449317932,,0.8499662280082703,,0.8499662280082703
q_229,Llama 3.2 1B,SLM,0.7412720918655396,,0.8575796484947205,,0.79942587018013,,0.79942587018013
q_230,Llama 3.2 1B,SLM,0.7688258290290833,,0.8981090784072876,,0.8334674537181854,,0.8334674537181854
q_231,Llama 3.2 1B,SLM,0.8567491173744202,,0.8677006959915161,,0.8622249066829681,,0.8622249066829681
q_232,Llama 3.2 1B,SLM,0.8545740246772766,,0.9241818785667419,,0.8893779516220093,,0.8893779516220093
q_233,Llama 3.2 1B,SLM,0.8301739692687988,,0.9018852710723877,,0.8660296201705933,,0.8660296201705933
q_234,Llama 3.2 1B,SLM,0.8565919399261475,,0.8318759202957153,,0.8442339301109314,,0.8442339301109314
q_235,Llama 3.2 1B,SLM,0.837129533290863,,0.9595536589622498,,0.8983415961265564,,0.8983415961265564
q_236,Llama 3.2 1B,SLM,0.7746397852897644,,0.8593672513961792,,0.8170035183429718,,0.8170035183429718
q_237,Llama 3.2 1B,SLM,0.8524690866470337,,0.9364392757415771,,0.8944541811943054,,0.8944541811943054
q_238,Llama 3.2 1B,SLM,0.7503471374511719,,0.9148107767105103,,0.8325789570808411,,0.8325789570808411
q_239,Llama 3.2 1B,SLM,0.767386794090271,,0.8772302865982056,,0.8223085403442383,,0.8223085403442383
